1680171347,2023,03,30,12,15,47,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/,,,carrito:[["1","1"],["2","1"]]|usuario:josevicente|
1680171349,2023,03,30,12,15,49,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/producto.php?idproducto=MQ==,,idproducto:MQ==|,carrito:[["1","1"],["2","1"]]|usuario:josevicente|
1680171351,2023,03,30,12,15,51,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/index.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680171352,2023,03,30,12,15,52,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/productos.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680171352,2023,03,30,12,15,52,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/acercade.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680171353,2023,03,30,12,15,53,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/contacto.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680171353,2023,03,30,12,15,53,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/index.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680174330,2023,03,30,13,05,30,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680174338,2023,03,30,13,05,38,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/productos.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680174341,2023,03,30,13,05,41,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/acercade.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680174344,2023,03,30,13,05,44,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/73-Proyecto/index.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680175800,2023,03,30,13,30,00,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/75-Proyecto/,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680176045,2023,03,30,13,34,05,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/77-Proyecto/index.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680176046,2023,03,30,13,34,06,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/77-Proyecto/productos.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680176080,2023,03,30,13,34,40,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase4/Proyecto/77-Proyecto/productos.php,,,carrito:[["1","1"],["2","1"],["1","1"]]|usuario:josevicente|
1680594883,2023,04,04,09,54,43,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/,,,carrito:[]|
1680594925,2023,04,04,09,55,25,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/,,,carrito:[]|usuario:josevicente|
1680594950,2023,04,04,09,55,50,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/78-Proyecto/productos.php,,,carrito:[]|usuario:josevicente|
1680595685,2023,04,04,10,08,05,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/79-Proyecto/,,,carrito:[]|usuario:josevicente|
1680595687,2023,04,04,10,08,07,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/79-Proyecto/productos.php,,,carrito:[]|usuario:josevicente|
1680595784,2023,04,04,10,09,44,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/79-Proyecto/productos.php,,,carrito:[]|usuario:josevicente|
1680595790,2023,04,04,10,09,50,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/79-Proyecto/productos.php,,,carrito:[]|usuario:josevicente|
1680595793,2023,04,04,10,09,53,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/79-Proyecto/blog.php,,,carrito:[]|usuario:josevicente|
1680595834,2023,04,04,10,10,34,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/79-Proyecto/blog.php,,,carrito:[]|usuario:josevicente|
1680595839,2023,04,04,10,10,39,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/79-Proyecto/productos.php,,,carrito:[]|usuario:josevicente|
1680595841,2023,04,04,10,10,41,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/79-Proyecto/blog.php,,,carrito:[]|usuario:josevicente|
1680596031,2023,04,04,10,13,51,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/,,,carrito:[]|usuario:josevicente|
1680596085,2023,04,04,10,14,45,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/,,,carrito:[]|usuario:josevicente|
1680596262,2023,04,04,10,17,42,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/,,,carrito:[]|usuario:josevicente|
1680596274,2023,04,04,10,17,54,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/acercade.php,,,carrito:[]|usuario:josevicente|
1680596276,2023,04,04,10,17,56,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/,,,carrito:[]|usuario:josevicente|
1680596277,2023,04,04,10,17,57,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/acercade.php,,,carrito:[]|usuario:josevicente|
1680596295,2023,04,04,10,18,15,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/acercade.php,,,carrito:[]|usuario:josevicente|
1680596296,2023,04,04,10,18,16,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/acercade.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596303,2023,04,04,10,18,23,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php,,,carrito:[]|usuario:josevicente|
1680596305,2023,04,04,10,18,25,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596310,2023,04,04,10,18,30,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=2,,p:2|,carrito:[]|usuario:josevicente|
1680596317,2023,04,04,10,18,37,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596319,2023,04,04,10,18,39,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=2,,p:2|,carrito:[]|usuario:josevicente|
1680596405,2023,04,04,10,20,05,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php,,,carrito:[]|usuario:josevicente|
1680596412,2023,04,04,10,20,12,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596418,2023,04,04,10,20,18,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=2,,p:2|,carrito:[]|usuario:josevicente|
1680596422,2023,04,04,10,20,22,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/contacto.php,,,carrito:[]|usuario:josevicente|
1680596423,2023,04,04,10,20,23,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/blog.php,,,carrito:[]|usuario:josevicente|
1680596424,2023,04,04,10,20,24,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/productos.php,,,carrito:[]|usuario:josevicente|
1680596425,2023,04,04,10,20,25,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/productos.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596427,2023,04,04,10,20,27,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/productos.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596429,2023,04,04,10,20,29,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/productos.php?p=2,,p:2|,carrito:[]|usuario:josevicente|
1680596431,2023,04,04,10,20,31,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php,,,carrito:[]|usuario:josevicente|
1680596443,2023,04,04,10,20,43,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php,,,carrito:[]|usuario:josevicente|
1680596444,2023,04,04,10,20,44,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596445,2023,04,04,10,20,45,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=2,,p:2|,carrito:[]|usuario:josevicente|
1680596446,2023,04,04,10,20,46,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596447,2023,04,04,10,20,47,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php,,,carrito:[]|usuario:josevicente|
1680596448,2023,04,04,10,20,48,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=2,,p:2|,carrito:[]|usuario:josevicente|
1680596449,2023,04,04,10,20,49,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596541,2023,04,04,10,22,21,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596546,2023,04,04,10,22,26,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=2,,p:2|,carrito:[]|usuario:josevicente|
1680596550,2023,04,04,10,22,30,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php,,,carrito:[]|usuario:josevicente|
1680596553,2023,04,04,10,22,33,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596554,2023,04,04,10,22,34,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/80-Proyecto/index.php?p=2,,p:2|,carrito:[]|usuario:josevicente|
1680596723,2023,04,04,10,25,23,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/82-Proyecto/,,,carrito:[]|usuario:josevicente|
1680596724,2023,04,04,10,25,24,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/82-Proyecto/index.php?p=1,,p:1|,carrito:[]|usuario:josevicente|
1680596725,2023,04,04,10,25,25,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/82-Proyecto/index.php?p=2,,p:2|,carrito:[]|usuario:josevicente|
1680596734,2023,04,04,10,25,34,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/82-Proyecto/index.php,,,carrito:[]|usuario:josevicente|
1680596735,2023,04,04,10,25,35,::1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36,http://localhost/fullstack1/Clase5/Proyectos/82-Proyecto/productos.php,,,carrito:[]|usuario:josevicente|
